2026-03-27 13:51:44 | INFO | __main__ | Logging configured for Streamlit. Terminal and file output enabled at C:\Users\markiian_leshchyshyn\Documents\NULP\Marta\telcom_support_agent\rag_debug.log
2026-03-27 14:06:22 | INFO | app.agent | Final answer for original_query='привіт, хто ти': 'Можу відповісти, що тарифні плани для You.tv включають безкоштовний, основний, фільмовий, максимальний та максимальний+. Вони доступні для перегляду на мобільних, телевізорах, Android TV та ПК. Також є можливість перегляду на кількох пристроях одночасно. Детальніше можна знайти у документації або на сайті компанії.'
2026-03-27 14:07:29 | INFO | __main__ | Logging configured for Streamlit. Terminal and file output enabled at C:\Users\markiian_leshchyshyn\Documents\NULP\Marta\telcom_support_agent\rag_debug.log
2026-03-27 14:08:45 | INFO | app.agent | Answering user query: original_query='привіт, хто ти'
2026-03-27 14:08:46 | INFO | app.agent | Final answer for original_query='привіт, хто ти': 'Привіт! Я асистент компанії "ТелКом", яка підключає інтернет для дому та бізнесу. Як можу допомогти?'
2026-03-27 14:09:53 | INFO | app.agent | Answering user query: original_query='4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?'
2026-03-27 14:09:55 | INFO | app.rag | Top retrieved chunk previews for query '4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'score': 0.6497, 'text_preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: («Телебачення → Партнери телебачення») URL: https://telcom.ne...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'score': 0.6235, 'text_preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Промо: 0 грн (включено в усі тарифні плани інтернету) ● Мінімаль...'}, {'chunk_id': 'Telcom_Information-chunk-43', 'page': 20, 'title': '«Контакти → Контактна інформація»', 'url': 'https://telcom.net.ua/contact', 'score': 0.5757, 'text_preview': '(телефони, планшети, комп’ютери, Android TV). Тарифи: ● Безкоштовний: 0 грн/міс, понад 190 каналів ● Основний: 99 грн/міс, понад 330 каналів + 5000 фільмів ● Filmbox / Спорт+: 119 грн/міс, понад 300 каналів + 5000 філ...'}]
2026-03-27 14:09:55 | INFO | app.agent | Ranked link candidates for query '4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'score': 6.5, 'rank': 0, 'title_overlap': 1, 'url_overlap': 0, 'text_overlap': 1, 'intent_penalty': 0.0, 'title_penalty': 0.0}, {'url': 'https://telcom.net.ua/youtv', 'title': '«Абонентам → Партнери»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'score': 2.35, 'rank': 1, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 1, 'intent_penalty': 0.0, 'title_penalty': 0.0}, {'url': 'https://telcom.net.ua/contact', 'title': '«Контакти → Контактна інформація»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-43', 'page': 20, 'score': 0.7, 'rank': 2, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 0, 'intent_penalty': 0.0, 'title_penalty': 0.0}]
2026-03-27 14:09:55 | INFO | app.agent | Selected 1 relevant links for query '4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7}]
2026-03-27 14:09:55 | INFO | app.agent | Retrieval summary #1 for original_query='4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?' final_query='4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: (...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Пром...'}, {'chunk_id': 'Telcom_Information-chunk-43', 'page': 20, 'title': '«Контакти → Контактна інформація»', 'url': 'https://telcom.net.ua/contact', 'preview': '(телефони, планшети, комп’ютери, Android TV). Тарифи: ● Безкоштовний: 0 грн/міс, понад 190 каналів ● Основний: 99 грн/міс, понад 330 каналів + 5000 фільмів ●...'}]
2026-03-27 14:09:56 | INFO | app.agent | RAG query summary: original_query='4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?' rewritten_queries=['телебачення разом з інтернетом']
2026-03-27 14:09:56 | INFO | app.agent | Final answer for original_query='4. Чи надає компанія телебачення разом з інтернетом, і на яких умовах?': 'Так, у TELCOM можна підключити телебачення разом з інтернетом. Деталі про тарифи та можливості підключення можна знайти на сторінці: [telcom.net.ua/telefonia].'
2026-03-27 14:13:08 | INFO | app.agent | Answering user query: original_query='Які додаткові послуги можна підключити разом з основним тарифом?'
2026-03-27 14:13:10 | INFO | app.rag | Top retrieved chunk previews for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'score': 0.6092, 'text_preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: («Телебачення → Партнери телебачення») URL: https://telcom.ne...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'score': 0.547, 'text_preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції для обладнання: роутери TP-Link, модеми TP-Link і D-Link. 5. Щ...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'score': 0.519, 'text_preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Промо: 0 грн (включено в усі тарифні плани інтернету) ● Мінімаль...'}]
2026-03-27 14:13:10 | INFO | app.agent | Ranked link candidates for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'score': 5.5, 'rank': 0, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 4, 'intent_penalty': 0.0, 'title_penalty': 0.0}, {'url': 'https://telcom.net.ua/youtv', 'title': '«Абонентам → Партнери»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'score': 3.7, 'rank': 2, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 2, 'intent_penalty': 0.0, 'title_penalty': 0.0}]
2026-03-27 14:13:10 | INFO | app.agent | Selected 1 relevant links for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7}]
2026-03-27 14:13:10 | INFO | app.agent | Retrieval summary #1 for original_query='Які додаткові послуги можна підключити разом з основним тарифом?' final_query='Які додаткові послуги можна підключити разом з основним тарифом?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: (...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції дл...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Пром...'}]
2026-03-27 14:13:10 | INFO | app.rag | Top retrieved chunk previews for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'score': 0.6091, 'text_preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: («Телебачення → Партнери телебачення») URL: https://telcom.ne...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'score': 0.547, 'text_preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції для обладнання: роутери TP-Link, модеми TP-Link і D-Link. 5. Щ...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'score': 0.519, 'text_preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Промо: 0 грн (включено в усі тарифні плани інтернету) ● Мінімаль...'}]
2026-03-27 14:13:10 | INFO | app.agent | Ranked link candidates for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'score': 5.5, 'rank': 0, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 4, 'intent_penalty': 0.0, 'title_penalty': 0.0}, {'url': 'https://telcom.net.ua/youtv', 'title': '«Абонентам → Партнери»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'score': 3.7, 'rank': 2, 'title_overlap': 0, 'url_overlap': 0, 'text_overlap': 2, 'intent_penalty': 0.0, 'title_penalty': 0.0}]
2026-03-27 14:13:10 | INFO | app.agent | Selected 1 relevant links for query 'Які додаткові послуги можна підключити разом з основним тарифом?': [{'url': 'https://telcom.net.ua/telefonia', 'title': '«Телебачення → Партнери телебачення»', 'source': 'Telcom_Information.pdf', 'chunk_id': 'Telcom_Information-chunk-16', 'page': 7}]
2026-03-27 14:13:10 | INFO | app.agent | Retrieval summary #2 for original_query='Які додаткові послуги можна підключити разом з основним тарифом?' final_query='Які додаткові послуги можна підключити разом з основним тарифом?': [{'chunk_id': 'Telcom_Information-chunk-16', 'page': 7, 'title': '«Телебачення → Партнери телебачення»', 'url': 'https://telcom.net.ua/telefonia', 'preview': 'юють з TELCOM?» ● «Які сервіси телебачення можна підключити?» ● «Чи є можливість підключити Sweet.tv/YouTV через TELCOM?» 3. Третя сторінка Назва сторінки: (...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції дл...'}, {'chunk_id': 'Telcom_Information-chunk-42', 'page': 19, 'title': '«Абонентам → Партнери»', 'url': 'https://telcom.net.ua/youtv', 'preview': 'до телеканалів, кіно та серіалів у HD-якості. Особливості: управління ефіром (паузи, перемотування), зручна навігація, лише офіційний контент. Тарифи: ● Пром...'}]
2026-03-27 14:13:11 | INFO | app.agent | RAG query summary: original_query='Які додаткові послуги можна підключити разом з основним тарифом?' rewritten_queries=['додаткові послуги разом з основним тарифом', 'послуги з підключенням інтернету']
2026-03-27 14:13:11 | INFO | app.agent | Final answer for original_query='Які додаткові послуги можна підключити разом з основним тарифом?': 'З TELCOM ви можете підключити додаткові послуги, такі як Sweet.tv/YouTV через наші тарифи. Детальніше можна знайти на сторінці: [telcom.net.ua/telefonia].'
2026-03-27 14:14:33 | INFO | app.agent | Answering user query: original_query='Скільки часу займає обробка заявки?'
2026-03-27 14:14:34 | INFO | app.rag | Top retrieved chunk previews for query 'Скільки часу займає обробка заявки?': [{'chunk_id': 'Telcom_Information-chunk-4', 'page': 2, 'title': None, 'url': None, 'score': 0.2965, 'text_preview': '"Ваш дім"), вул. Перфецького 2А, 11, 11А, вул. Пимоненка 5, 7, 9 (ЖК "Аурум Сіті"), вул. Під Голоском 17, вул. Порохова 20 (ЖК "Авалон Гарден"), вул. Пулюя 40 (ЖК "Галицький лев"), вул. Січинського, 2А (ЖК "Аурум санр...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'score': 0.282, 'text_preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції для обладнання: роутери TP-Link, модеми TP-Link і D-Link. 5. Щ...'}, {'chunk_id': 'Telcom_Information-chunk-39', 'page': 18, 'title': None, 'url': None, 'score': 0.2741, 'text_preview': 'абонентська розетка, патчкорд. ○ FTTB (багатоквартирна забудова) – Ethernet кабель у квартиру, підключення до роутера або ПК. 8. Як налаштувати з’єднання інтернету: ○ Інструкції для ПК: Windows XP, 7, 8, 10, 11. ○ Інс...'}]
2026-03-27 14:14:34 | INFO | app.agent | Ranked link candidates for query 'Скільки часу займає обробка заявки?': []
2026-03-27 14:14:34 | INFO | app.agent | Selected 0 relevant links for query 'Скільки часу займає обробка заявки?': []
2026-03-27 14:14:34 | INFO | app.agent | Retrieval summary #1 for original_query='Скільки часу займає обробка заявки?' final_query='Скільки часу займає обробка заявки?': [{'chunk_id': 'Telcom_Information-chunk-4', 'page': 2, 'title': None, 'url': None, 'preview': '"Ваш дім"), вул. Перфецького 2А, 11, 11А, вул. Пимоненка 5, 7, 9 (ЖК "Аурум Сіті"), вул. Під Голоском 17, вул. Порохова 20 (ЖК "Авалон Гарден"), вул. Пулюя 4...'}, {'chunk_id': 'Telcom_Information-chunk-38', 'page': 17, 'title': None, 'url': None, 'preview': 'Як налаштувати з’єднання інтернет? ○ Можна налаштувати безпосередньо на ПК або через роутер. ○ Є інструкції для ОС: Windows XP, 7, 8, 10, 11. ○ Інструкції дл...'}, {'chunk_id': 'Telcom_Information-chunk-39', 'page': 18, 'title': None, 'url': None, 'preview': 'абонентська розетка, патчкорд. ○ FTTB (багатоквартирна забудова) – Ethernet кабель у квартиру, підключення до роутера або ПК. 8. Як налаштувати з’єднання інт...'}]
2026-03-27 14:14:37 | INFO | app.agent | RAG query summary: original_query='Скільки часу займає обробка заявки?' rewritten_queries=['час обробки заявки']
2026-03-27 14:14:37 | INFO | app.agent | Final answer for original_query='Скільки часу займає обробка заявки?': 'Нічого немає релевантного щодо часу обробки заявки.'
2026-03-27 14:20:37 | INFO | app.agent | Answering user query: original_query='Де подивитися тарифи на домашній інтернет?'
